zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
54976,WI,Waushara County,Wisconsin,WI,55137,,0,1,Saxeville
54977,WI,Portage County,Wisconsin,WI,55097,1448,0.046757164,2,Scandinavia
54977,WI,Waupaca County,Wisconsin,WI,55135,1448,0.953242836,2,Scandinavia
54978,WI,Shawano County,Wisconsin,WI,55115,93,1,1,Tilleda
54979,WI,Fond du Lac County,Wisconsin,WI,55039,1879,0.932568149,2,Van Dyne
54979,WI,Winnebago County,Wisconsin,WI,55139,1879,0.067431851,2,Van Dyne
54980,WI,Winnebago County,Wisconsin,WI,55139,247,1,1,Waukau
54981,WI,Portage County,Wisconsin,WI,55097,15064,0.026777251,3,Waupaca
54981,WI,Waupaca County,Wisconsin,WI,55135,15064,0.941232227,3,Waupaca
54981,WI,Waushara County,Wisconsin,WI,55137,15064,0.031990521,3,Waupaca
54982,WI,Marquette County,Wisconsin,WI,55077,6881,0.025676613,2,Wautoma
54982,WI,Waushara County,Wisconsin,WI,55137,6881,0.974323387,2,Wautoma
54983,WI,Waupaca County,Wisconsin,WI,55135,4175,0.933932584,2,Weyauwega
54983,WI,Waushara County,Wisconsin,WI,55137,4175,0.066067416,2,Weyauwega
54984,WI,Portage County,Wisconsin,WI,55097,3245,0.006416132,2,Wild Rose
54984,WI,Waushara County,Wisconsin,WI,55137,3245,0.993583868,2,Wild Rose
54985,WI,Winnebago County,Wisconsin,WI,55139,593,1,1,Winnebago
54986,WI,Waushara County,Wisconsin,WI,55137,5339,0.006543075,2,Winneconne
54986,WI,Winnebago County,Wisconsin,WI,55139,5339,0.993456925,2,Winneconne
55001,MN,Washington County,Minnesota,MN,27163,2956,1,1,Afton
55003,MN,Washington County,Minnesota,MN,27163,3948,1,1,Bayport
55005,MN,Anoka County,Minnesota,MN,27003,4756,0.995793901,2,Bethel
55005,MN,Isanti County,Minnesota,MN,27059,4756,0.004206099,2,Bethel
55006,MN,Chisago County,Minnesota,MN,27025,3655,0.058660764,4,Braham
55006,MN,Isanti County,Minnesota,MN,27059,3655,0.595462092,4,Braham
55006,MN,Kanabec County,Minnesota,MN,27065,3655,0.218594355,4,Braham
55006,MN,Pine County,Minnesota,MN,27115,3655,0.127282789,4,Braham
55007,MN,Kanabec County,Minnesota,MN,27065,2158,0.598354525,2,Brook Park
55007,MN,Pine County,Minnesota,MN,27115,2158,0.401645475,2,Brook Park
55008,MN,Chisago County,Minnesota,MN,27025,16091,0.004224652,2,Cambridge
55008,MN,Isanti County,Minnesota,MN,27059,16091,0.995775348,2,Cambridge
55009,MN,Dakota County,Minnesota,MN,27037,8258,0.097319802,2,Cannon Falls
55009,MN,Goodhue County,Minnesota,MN,27049,8258,0.902680198,2,Cannon Falls
55010,MN,Dakota County,Minnesota,MN,27037,,0,1,Castle Rock
55011,MN,Anoka County,Minnesota,MN,27003,11025,1,1,Cedar
55012,MN,Chisago County,Minnesota,MN,27025,1995,1,1,Center City
55013,MN,Chisago County,Minnesota,MN,27025,7030,0.999047014,2,Chisago City
55013,MN,Washington County,Minnesota,MN,27163,7030,0.000952986,2,Chisago City
55014,MN,Anoka County,Minnesota,MN,27003,28975,1,1,Circle Pines
55016,MN,Washington County,Minnesota,MN,27163,39925,1,1,Cottage Grove
55017,MN,Isanti County,Minnesota,MN,27059,971,1,1,Dalbo
55018,MN,Dakota County,Minnesota,MN,27037,931,0.006928406,3,Dennison
55018,MN,Goodhue County,Minnesota,MN,27049,931,0.896073903,3,Dennison
55018,MN,Rice County,Minnesota,MN,27131,931,0.096997691,3,Dennison
55019,MN,Rice County,Minnesota,MN,27131,2336,1,1,Dundas
55020,MN,Rice County,Minnesota,MN,27131,4391,0.004510309,2,Elko New Market
55020,MN,Scott County,Minnesota,MN,27139,4391,0.995489691,2,Elko New Market
55021,MN,Rice County,Minnesota,MN,27131,30860,0.999631296,2,Faribault
55021,MN,Steele County,Minnesota,MN,27147,30860,0.000368704,2,Faribault
55024,MN,Dakota County,Minnesota,MN,27037,36681,1,1,Farmington
55025,MN,Anoka County,Minnesota,MN,27003,25759,0.126485932,3,Forest Lake
55025,MN,Chisago County,Minnesota,MN,27025,25759,0.050029932,3,Forest Lake
55025,MN,Washington County,Minnesota,MN,27163,25759,0.823484136,3,Forest Lake
55026,MN,Goodhue County,Minnesota,MN,27049,451,1,1,Frontenac
55027,MN,Goodhue County,Minnesota,MN,27049,2948,0.96460177,2,Goodhue
55027,MN,Wabasha County,Minnesota,MN,27157,2948,0.03539823,2,Goodhue
55029,MN,Isanti County,Minnesota,MN,27059,27,1,1,Grandy
55030,MN,Kanabec County,Minnesota,MN,27065,1425,0.140442133,2,Grasston
55030,MN,Pine County,Minnesota,MN,27115,1425,0.859557867,2,Grasston
55031,MN,Dakota County,Minnesota,MN,27037,1682,1,1,Hampton
55032,MN,Chisago County,Minnesota,MN,27025,3353,0.992758394,2,Harris
55032,MN,Isanti County,Minnesota,MN,27059,3353,0.007241606,2,Harris
55033,MN,Dakota County,Minnesota,MN,27037,29241,0.932142596,3,Hastings
55033,MN,Goodhue County,Minnesota,MN,27049,29241,0.001830027,3,Hastings
55033,MN,Washington County,Minnesota,MN,27163,29241,0.066027377,3,Hastings
55036,MN,Pine County,Minnesota,MN,27115,34,1,1,Henriette
55037,MN,Kanabec County,Minnesota,MN,27065,5077,0.030855019,2,Hinckley
55037,MN,Pine County,Minnesota,MN,27115,5077,0.969144981,2,Hinckley
55038,MN,Anoka County,Minnesota,MN,27003,24246,0.324795542,3,Hugo
55038,MN,Ramsey County,Minnesota,MN,27123,24246,0.000179743,3,Hugo
55038,MN,Washington County,Minnesota,MN,27163,24246,0.675024715,3,Hugo
55040,MN,Anoka County,Minnesota,MN,27003,14451,0.006508298,2,Isanti
55040,MN,Isanti County,Minnesota,MN,27059,14451,0.993491702,2,Isanti
55041,MN,Goodhue County,Minnesota,MN,27049,7532,0.234255171,2,Lake City
55041,MN,Wabasha County,Minnesota,MN,27157,7532,0.765744829,2,Lake City
55042,MN,Washington County,Minnesota,MN,27163,13156,1,1,Lake Elmo
55043,MN,Washington County,Minnesota,MN,27163,3471,1,1,Lakeland
55044,MN,Dakota County,Minnesota,MN,27037,63280,0.952733979,2,Lakeville
55044,MN,Scott County,Minnesota,MN,27139,63280,0.047266021,2,Lakeville
55045,MN,Chisago County,Minnesota,MN,27025,7854,1,1,Lindstrom
55046,MN,Rice County,Minnesota,MN,27131,6030,1,1,Lonsdale
55047,MN,Washington County,Minnesota,MN,27163,2230,1,1,Marine On Saint Croix
55049,MN,Rice County,Minnesota,MN,27131,2634,0.026572188,2,Medford
55049,MN,Steele County,Minnesota,MN,27147,2634,0.973427812,2,Medford
55051,MN,Kanabec County,Minnesota,MN,27065,9927,0.995254609,3,Mora
55051,MN,Mille Lacs County,Minnesota,MN,27095,9927,0.002372696,3,Mora
55051,MN,Pine County,Minnesota,MN,27115,9927,0.002372696,3,Mora
55052,MN,Rice County,Minnesota,MN,27131,1894,0.9669967,3,Morristown
55052,MN,Steele County,Minnesota,MN,27147,1894,0.01430143,3,Morristown
55052,MN,Waseca County,Minnesota,MN,27161,1894,0.01870187,3,Morristown
55053,MN,Goodhue County,Minnesota,MN,27049,995,0.156769596,2,Nerstrand
55053,MN,Rice County,Minnesota,MN,27131,995,0.843230404,2,Nerstrand
55054,MN,Scott County,Minnesota,MN,27139,2582,1,1,Elko New Market
55055,MN,Washington County,Minnesota,MN,27163,4460,1,1,Newport
55056,MN,Chisago County,Minnesota,MN,27025,14279,0.904646867,2,North Branch
55056,MN,Isanti County,Minnesota,MN,27059,14279,0.095353133,2,North Branch
55057,MN,Dakota County,Minnesota,MN,27037,25458,0.135909462,3,Northfield
55057,MN,Goodhue County,Minnesota,MN,27049,25458,0.00040783,3,Northfield
55057,MN,Rice County,Minnesota,MN,27131,25458,0.863682708,3,Northfield
55060,MN,Steele County,Minnesota,MN,27147,29601,1,1,Owatonna
55063,MN,Pine County,Minnesota,MN,27115,9270,1,1,Pine City
55065,MN,Dakota County,Minnesota,MN,27037,1320,0.959266802,2,Randolph
55065,MN,Goodhue County,Minnesota,MN,27049,1320,0.040733198,2,Randolph
55066,MN,Goodhue County,Minnesota,MN,27049,19125,1,1,Red Wing
55068,MN,Dakota County,Minnesota,MN,27037,32194,1,1,Rosemount
55069,MN,Chisago County,Minnesota,MN,27025,5936,0.935231023,2,Rush City
55069,MN,Pine County,Minnesota,MN,27115,5936,0.064768977,2,Rush City
55070,MN,Anoka County,Minnesota,MN,27003,8403,0.953974895,2,Saint Francis
55070,MN,Isanti County,Minnesota,MN,27059,8403,0.046025105,2,Saint Francis
55071,MN,Washington County,Minnesota,MN,27163,5807,1,1,Saint Paul Park
55072,MN,Aitkin County,Minnesota,MN,27001,4409,0.00453629,3,Sandstone
55072,MN,Kanabec County,Minnesota,MN,27065,4409,0.065020161,3,Sandstone
55072,MN,Pine County,Minnesota,MN,27115,4409,0.930443548,3,Sandstone
55073,MN,Chisago County,Minnesota,MN,27025,4145,0.159292035,2,Scandia
55073,MN,Washington County,Minnesota,MN,27163,4145,0.840707965,2,Scandia
55074,MN,Chisago County,Minnesota,MN,27025,2260,1,1,Shafer
55075,MN,Dakota County,Minnesota,MN,27037,20651,1,1,South Saint Paul
55076,MN,Dakota County,Minnesota,MN,27037,21258,1,1,Inver Grove Heights
55077,MN,Dakota County,Minnesota,MN,27037,14585,1,1,Inver Grove Heights
55079,MN,Anoka County,Minnesota,MN,27003,8840,0.39369877,3,Stacy
55079,MN,Chisago County,Minnesota,MN,27025,8840,0.517930328,3,Stacy
55079,MN,Isanti County,Minnesota,MN,27059,8840,0.088370902,3,Stacy
55080,MN,Chisago County,Minnesota,MN,27025,3281,0.449313277,2,Stanchfield
55080,MN,Isanti County,Minnesota,MN,27059,3281,0.550686723,2,Stanchfield
55082,MN,Washington County,Minnesota,MN,27163,36414,1,1,Stillwater
55083,MN,Washington County,Minnesota,MN,27163,,0,1,Stillwater
55084,MN,Chisago County,Minnesota,MN,27025,1942,1,1,Taylors Falls
55085,MN,Dakota County,Minnesota,MN,27037,409,1,1,Vermillion
55087,MN,Rice County,Minnesota,MN,27131,425,1,1,Warsaw
55088,MN,Rice County,Minnesota,MN,27131,1727,0.715517241,2,Webster
55088,MN,Scott County,Minnesota,MN,27139,1727,0.284482759,2,Webster
55089,MN,Dakota County,Minnesota,MN,27037,1760,0.132752992,2,Welch
55089,MN,Goodhue County,Minnesota,MN,27049,1760,0.867247008,2,Welch
55090,MN,Washington County,Minnesota,MN,27163,377,1,1,Willernie
55092,MN,Anoka County,Minnesota,MN,27003,11103,0.423463687,2,Wyoming
55092,MN,Chisago County,Minnesota,MN,27025,11103,0.576536313,2,Wyoming
55101,MN,Ramsey County,Minnesota,MN,27123,7937,1,1,Saint Paul
55102,MN,Ramsey County,Minnesota,MN,27123,19565,1,1,Saint Paul
55103,MN,Ramsey County,Minnesota,MN,27123,13892,1,1,Saint Paul
55104,MN,Ramsey County,Minnesota,MN,27123,45777,1,1,Saint Paul
55105,MN,Ramsey County,Minnesota,MN,27123,27470,1,1,Saint Paul
55106,MN,Ramsey County,Minnesota,MN,27123,56969,1,1,Saint Paul
55107,MN,Hennepin County,Minnesota,MN,27053,15533,0,2,Saint Paul
55107,MN,Ramsey County,Minnesota,MN,27123,15533,1,2,Saint Paul
55108,MN,Ramsey County,Minnesota,MN,27123,15339,1,1,Saint Paul
55109,MN,Dakota County,Minnesota,MN,27037,34266,0.001762977,3,Saint Paul
55109,MN,Ramsey County,Minnesota,MN,27123,34266,0.998237023,3,Saint Paul
55109,MN,Washington County,Minnesota,MN,27163,34266,0,3,Saint Paul
55110,MN,Anoka County,Minnesota,MN,27003,37272,0.009933198,3,Saint Paul
55110,MN,Ramsey County,Minnesota,MN,27123,37272,0.903165844,3,Saint Paul
55110,MN,Washington County,Minnesota,MN,27163,37272,0.086900958,3,Saint Paul
55111,MN,Hennepin County,Minnesota,MN,27053,100,1,1,Saint Paul
55112,MN,Anoka County,Minnesota,MN,27003,45680,0,2,Saint Paul
55112,MN,Ramsey County,Minnesota,MN,27123,45680,1,2,Saint Paul
55113,MN,Hennepin County,Minnesota,MN,27053,40786,4.65419E-05,2,Saint Paul
55113,MN,Ramsey County,Minnesota,MN,27123,40786,0.999953458,2,Saint Paul
55114,MN,Ramsey County,Minnesota,MN,27123,4655,1,1,Saint Paul
55115,MN,Washington County,Minnesota,MN,27163,8926,1,1,Saint Paul
55116,MN,Ramsey County,Minnesota,MN,27123,26099,1,1,Saint Paul
55117,MN,Ramsey County,Minnesota,MN,27123,44095,1,1,Saint Paul
55118,MN,Dakota County,Minnesota,MN,27037,29396,0.991971096,2,Saint Paul
55118,MN,Ramsey County,Minnesota,MN,27123,29396,0.008028904,2,Saint Paul
55119,MN,Ramsey County,Minnesota,MN,27123,44068,0.997180056,2,Saint Paul
55119,MN,Washington County,Minnesota,MN,27163,44068,0.002819944,2,Saint Paul
55120,MN,Dakota County,Minnesota,MN,27037,5080,1,1,Saint Paul
55121,MN,Dakota County,Minnesota,MN,27037,9329,1,1,Saint Paul
55122,MN,Dakota County,Minnesota,MN,27037,31483,1,1,Saint Paul
55123,MN,Dakota County,Minnesota,MN,27037,27288,1,1,Saint Paul
55124,MN,Dakota County,Minnesota,MN,27037,55675,1,1,Saint Paul
55125,MN,Ramsey County,Minnesota,MN,27123,44929,0.000110656,2,Saint Paul
55125,MN,Washington County,Minnesota,MN,27163,44929,0.999889344,2,Saint Paul
55126,MN,Anoka County,Minnesota,MN,27003,27484,0.003617611,2,Saint Paul
55126,MN,Ramsey County,Minnesota,MN,27123,27484,0.996382389,2,Saint Paul
55127,MN,Ramsey County,Minnesota,MN,27123,18607,1,1,Saint Paul
55128,MN,Ramsey County,Minnesota,MN,27123,28945,0.005954943,2,Saint Paul
55128,MN,Washington County,Minnesota,MN,27163,28945,0.994045057,2,Saint Paul
55129,MN,Washington County,Minnesota,MN,27163,32016,1,1,Saint Paul
55130,MN,Ramsey County,Minnesota,MN,27123,18634,1,1,Saint Paul
55144,MN,Ramsey County,Minnesota,MN,27123,,0,1,Saint Paul
55146,MN,Ramsey County,Minnesota,MN,27123,,0,1,Saint Paul
55150,MN,Dakota County,Minnesota,MN,27037,181,1,1,Mendota
55155,MN,Ramsey County,Minnesota,MN,27123,0,0,1,Saint Paul
55301,MN,Wright County,Minnesota,MN,27171,13485,1,1,Albertville
55302,MN,Wright County,Minnesota,MN,27171,7348,1,1,Annandale
55303,MN,Anoka County,Minnesota,MN,27003,52121,0.99995408,2,Anoka
55303,MN,Sherburne County,Minnesota,MN,27141,52121,4.592E-05,2,Anoka
55304,MN,Anoka County,Minnesota,MN,27003,49452,1,1,Andover
55305,MN,Hennepin County,Minnesota,MN,27053,21274,1,1,Hopkins
55306,MN,Dakota County,Minnesota,MN,27037,16191,1,1,Burnsville
55307,MN,Sibley County,Minnesota,MN,27143,3236,1,1,Arlington
55308,MN,Sherburne County,Minnesota,MN,27141,9788,1,1,Becker
55309,MN,Sherburne County,Minnesota,MN,27141,21406,1,1,Big Lake
55310,MN,Renville County,Minnesota,MN,27129,1386,1,1,Bird Island
55311,MN,Hennepin County,Minnesota,MN,27053,37873,1,1,Maple Grove
55312,MN,McLeod County,Minnesota,MN,27085,1412,0.997946612,2,Brownton
55312,MN,Sibley County,Minnesota,MN,27143,1412,0.002053388,2,Brownton
55313,MN,Wright County,Minnesota,MN,27171,24862,1,1,Buffalo
55314,MN,Renville County,Minnesota,MN,27129,1148,0.910280374,2,Buffalo Lake
55314,MN,Sibley County,Minnesota,MN,27143,1148,0.089719626,2,Buffalo Lake
55315,MN,Carver County,Minnesota,MN,27019,7034,1,1,Carver
55316,MN,Hennepin County,Minnesota,MN,27053,23450,1,1,Champlin
55317,MN,Carver County,Minnesota,MN,27019,22373,1,2,Chanhassen
55317,MN,Hennepin County,Minnesota,MN,27053,22373,0,2,Chanhassen
55318,MN,Carver County,Minnesota,MN,27019,29884,1,1,Chaska
55319,MN,Sherburne County,Minnesota,MN,27141,5490,1,1,Clear Lake
55320,MN,Stearns County,Minnesota,MN,27145,5676,0.351109215,2,Clearwater
55320,MN,Wright County,Minnesota,MN,27171,5676,0.648890785,2,Clearwater
55321,MN,McLeod County,Minnesota,MN,27085,5592,0.000464684,3,Cokato
55321,MN,Meeker County,Minnesota,MN,27093,5592,0.002788104,3,Cokato
55321,MN,Wright County,Minnesota,MN,27171,5592,0.996747212,3,Cokato
55322,MN,Carver County,Minnesota,MN,27019,3548,1,1,Cologne
55323,MN,Hennepin County,Minnesota,MN,27053,,0,1,Crystal Bay
55324,MN,Meeker County,Minnesota,MN,27093,1193,1,1,Darwin
55325,MN,Meeker County,Minnesota,MN,27093,4682,0.999535532,2,Dassel
55325,MN,Wright County,Minnesota,MN,27171,4682,0.000464468,2,Dassel
55327,MN,Hennepin County,Minnesota,MN,27053,5542,0.990238977,2,Dayton
55327,MN,Wright County,Minnesota,MN,27171,5542,0.009761023,2,Dayton
55328,MN,Carver County,Minnesota,MN,27019,9933,0.015004413,3,Delano
55328,MN,Hennepin County,Minnesota,MN,27053,9933,0.021403354,3,Delano
55328,MN,Wright County,Minnesota,MN,27171,9933,0.963592233,3,Delano
55329,MN,Meeker County,Minnesota,MN,27093,2252,0.518859246,2,Eden Valley
55329,MN,Stearns County,Minnesota,MN,27145,2252,0.481140754,2,Eden Valley
55330,MN,Anoka County,Minnesota,MN,27003,45080,0.033012869,3,Elk River
55330,MN,Sherburne County,Minnesota,MN,27141,45080,0.652779897,3,Elk River
55330,MN,Wright County,Minnesota,MN,27171,45080,0.314207233,3,Elk River
55331,MN,Carver County,Minnesota,MN,27019,19291,0.179495202,2,Excelsior
55331,MN,Hennepin County,Minnesota,MN,27053,19291,0.820504798,2,Excelsior
55332,MN,Nicollet County,Minnesota,MN,27103,1714,0.05988024,3,Fairfax
55332,MN,Renville County,Minnesota,MN,27129,1714,0.923353293,3,Fairfax
55332,MN,Sibley County,Minnesota,MN,27143,1714,0.016766467,3,Fairfax
55333,MN,Brown County,Minnesota,MN,27015,697,0.015197568,3,Franklin
55333,MN,Redwood County,Minnesota,MN,27127,697,0.018237082,3,Franklin
55333,MN,Renville County,Minnesota,MN,27129,697,0.96656535,3,Franklin
55334,MN,McLeod County,Minnesota,MN,27085,2777,0.000710732,3,Gaylord
55334,MN,Nicollet County,Minnesota,MN,27103,2777,0.016346837,3,Gaylord
55334,MN,Sibley County,Minnesota,MN,27143,2777,0.982942431,3,Gaylord
55335,MN,McLeod County,Minnesota,MN,27085,1633,0.001510574,4,Gibbon
55335,MN,Nicollet County,Minnesota,MN,27103,1633,0.101208459,4,Gibbon
55335,MN,Renville County,Minnesota,MN,27129,1633,0.001510574,4,Gibbon
55335,MN,Sibley County,Minnesota,MN,27143,1633,0.895770393,4,Gibbon
55336,MN,McLeod County,Minnesota,MN,27085,8266,0.953757225,2,Glencoe
55336,MN,Sibley County,Minnesota,MN,27143,8266,0.046242775,2,Glencoe
55337,MN,Dakota County,Minnesota,MN,27037,48104,0.999723426,2,Burnsville
55337,MN,Scott County,Minnesota,MN,27139,48104,0.000276574,2,Burnsville
55338,MN,Carver County,Minnesota,MN,27019,1002,0.005154639,3,Green Isle
55338,MN,McLeod County,Minnesota,MN,27085,1002,0.006872852,3,Green Isle
55338,MN,Sibley County,Minnesota,MN,27143,1002,0.987972509,3,Green Isle
55339,MN,Carver County,Minnesota,MN,27019,934,0.904411765,3,Hamburg
55339,MN,McLeod County,Minnesota,MN,27085,934,0.014705882,3,Hamburg
55339,MN,Sibley County,Minnesota,MN,27143,934,0.080882353,3,Hamburg
55340,MN,Hennepin County,Minnesota,MN,27053,9776,1,1,Hamel
55341,MN,Hennepin County,Minnesota,MN,27053,3454,0.163394554,2,Hanover
55341,MN,Wright County,Minnesota,MN,27171,3454,0.836605446,2,Hanover
55342,MN,Meeker County,Minnesota,MN,27093,1884,0.002034588,2,Hector
55342,MN,Renville County,Minnesota,MN,27129,1884,0.997965412,2,Hector
55343,MN,Hennepin County,Minnesota,MN,27053,26482,1,1,Hopkins
55344,MN,Hennepin County,Minnesota,MN,27053,14180,1,1,Eden Prairie
55345,MN,Carver County,Minnesota,MN,27019,21255,0.000628404,2,Minnetonka
55345,MN,Hennepin County,Minnesota,MN,27053,21255,0.999371596,2,Minnetonka
55346,MN,Hennepin County,Minnesota,MN,27053,18602,1,1,Eden Prairie
55347,MN,Hennepin County,Minnesota,MN,27053,30467,1,1,Eden Prairie
55349,MN,Wright County,Minnesota,MN,27171,3555,1,1,Howard Lake
55350,MN,McLeod County,Minnesota,MN,27085,18567,0.978480311,3,Hutchinson
55350,MN,Meeker County,Minnesota,MN,27093,18567,0.020743206,3,Hutchinson
55350,MN,Renville County,Minnesota,MN,27129,18567,0.000776484,3,Hutchinson
55352,MN,Scott County,Minnesota,MN,27139,10426,1,1,Jordan
55353,MN,Meeker County,Minnesota,MN,27093,3273,0.179413867,2,Kimball
55353,MN,Stearns County,Minnesota,MN,27145,3273,0.820586133,2,Kimball
55354,MN,McLeod County,Minnesota,MN,27085,3089,1,1,Lester Prairie
55355,MN,McLeod County,Minnesota,MN,27085,9629,0.000215008,2,Litchfield
55355,MN,Meeker County,Minnesota,MN,27093,9629,0.999784992,2,Litchfield
55356,MN,Hennepin County,Minnesota,MN,27053,5924,1,1,Long Lake
55357,MN,Hennepin County,Minnesota,MN,27053,3704,1,1,Loretto
55358,MN,Wright County,Minnesota,MN,27171,5266,1,1,Maple Lake
55359,MN,Hennepin County,Minnesota,MN,27053,7068,1,1,Maple Plain
55360,MN,Carver County,Minnesota,MN,27019,3328,1,1,Mayer
55361,MN,Hennepin County,Minnesota,MN,27053,,1,1,Minnetonka Beach
55362,MN,Wright County,Minnesota,MN,27171,20125,1,1,Monticello
55363,MN,Carver County,Minnesota,MN,27019,5664,0.004360465,2,Montrose
55363,MN,Wright County,Minnesota,MN,27171,5664,0.995639535,2,Montrose
55364,MN,Hennepin County,Minnesota,MN,27053,13959,1,1,Mound
55366,MN,Sibley County,Minnesota,MN,27143,441,1,1,New Auburn
55367,MN,Carver County,Minnesota,MN,27019,1086,0.986143187,2,New Germany
55367,MN,McLeod County,Minnesota,MN,27085,1086,0.013856813,2,New Germany
55368,MN,Carver County,Minnesota,MN,27019,1856,0.99009901,2,Norwood Young America
55368,MN,McLeod County,Minnesota,MN,27085,1856,0.00990099,2,Norwood Young America
55369,MN,Hennepin County,Minnesota,MN,27053,38711,1,1,Osseo
55370,MN,McLeod County,Minnesota,MN,27085,627,1,1,Plato
55371,MN,Benton County,Minnesota,MN,27009,17376,0.008334436,4,Princeton
55371,MN,Isanti County,Minnesota,MN,27059,17376,0.147241699,4,Princeton
55371,MN,Mille Lacs County,Minnesota,MN,27095,17376,0.533536182,4,Princeton
55371,MN,Sherburne County,Minnesota,MN,27141,17376,0.310887684,4,Princeton
55372,MN,Dakota County,Minnesota,MN,27037,34617,0.001288835,2,Prior Lake
55372,MN,Scott County,Minnesota,MN,27139,34617,0.998711165,2,Prior Lake
55373,MN,Hennepin County,Minnesota,MN,27053,5725,0.284393491,2,Rockford
55373,MN,Wright County,Minnesota,MN,27171,5725,0.715606509,2,Rockford
55374,MN,Hennepin County,Minnesota,MN,27053,15812,0.923132617,2,Rogers
55374,MN,Wright County,Minnesota,MN,27171,15812,0.076867383,2,Rogers
55375,MN,Carver County,Minnesota,MN,27019,4285,0.008655126,2,Saint Bonifacius
55375,MN,Hennepin County,Minnesota,MN,27053,4285,0.991344874,2,Saint Bonifacius
55376,MN,Wright County,Minnesota,MN,27171,19317,1,1,Saint Michael
55377,MN,Sherburne County,Minnesota,MN,27141,,0,1,Santiago
55378,MN,Dakota County,Minnesota,MN,27037,32072,0.000330743,2,Savage
55378,MN,Scott County,Minnesota,MN,27139,32072,0.999669257,2,Savage
55379,MN,Scott County,Minnesota,MN,27139,49084,1,1,Shakopee
55381,MN,McLeod County,Minnesota,MN,27085,2001,0.994974874,2,Silver Lake
55381,MN,Wright County,Minnesota,MN,27171,2001,0.005025126,2,Silver Lake
55382,MN,Meeker County,Minnesota,MN,27093,3640,0.097421203,3,South Haven
55382,MN,Stearns County,Minnesota,MN,27145,3640,0.487106017,3,South Haven
55382,MN,Wright County,Minnesota,MN,27171,3640,0.415472779,3,South Haven
55384,MN,Hennepin County,Minnesota,MN,27053,1869,1,1,Spring Park
55385,MN,McLeod County,Minnesota,MN,27085,1285,0.761245675,3,Stewart
55385,MN,Renville County,Minnesota,MN,27129,1285,0.169550173,3,Stewart
55385,MN,Sibley County,Minnesota,MN,27143,1285,0.069204152,3,Stewart
55386,MN,Carver County,Minnesota,MN,27019,10080,1,1,Victoria
55387,MN,Carver County,Minnesota,MN,27019,14697,0.99864743,2,Waconia
55387,MN,Hennepin County,Minnesota,MN,27053,14697,0.00135257,2,Waconia
55388,MN,Carver County,Minnesota,MN,27019,5974,0.948358539,3,Watertown
55388,MN,Hennepin County,Minnesota,MN,27053,5974,0.006639616,3,Watertown
55388,MN,Wright County,Minnesota,MN,27171,5974,0.045001844,3,Watertown
55389,MN,Meeker County,Minnesota,MN,27093,2509,0.837667455,2,Watkins
55389,MN,Stearns County,Minnesota,MN,27145,2509,0.162332545,2,Watkins
55390,MN,Wright County,Minnesota,MN,27171,3179,1,1,Waverly
55391,MN,Hennepin County,Minnesota,MN,27053,15469,1,1,Wayzata
55395,MN,Carver County,Minnesota,MN,27019,2600,0.017429194,3,Winsted
55395,MN,McLeod County,Minnesota,MN,27085,2600,0.968046478,3,Winsted
55395,MN,Wright County,Minnesota,MN,27171,2600,0.014524328,3,Winsted
55396,MN,McLeod County,Minnesota,MN,27085,2162,0.010166359,2,Winthrop
55396,MN,Sibley County,Minnesota,MN,27143,2162,0.989833641,2,Winthrop
55397,MN,Carver County,Minnesota,MN,27019,3335,0.992918961,2,Young America
55397,MN,McLeod County,Minnesota,MN,27085,3335,0.007081039,2,Young America
55398,MN,Anoka County,Minnesota,MN,27003,17768,0.000687474,3,Zimmerman
55398,MN,Isanti County,Minnesota,MN,27059,17768,0.050323113,3,Zimmerman
55398,MN,Sherburne County,Minnesota,MN,27141,17768,0.948989413,3,Zimmerman
55401,MN,Hennepin County,Minnesota,MN,27053,11526,1,1,Minneapolis
55402,MN,Hennepin County,Minnesota,MN,27053,760,1,1,Minneapolis
55403,MN,Hennepin County,Minnesota,MN,27053,17354,1,1,Minneapolis
55404,MN,Hennepin County,Minnesota,MN,27053,28071,1,1,Minneapolis
55405,MN,Hennepin County,Minnesota,MN,27053,16915,1,1,Minneapolis
55406,MN,Hennepin County,Minnesota,MN,27053,35863,1,1,Minneapolis
55407,MN,Hennepin County,Minnesota,MN,27053,36992,1,1,Minneapolis
55408,MN,Hennepin County,Minnesota,MN,27053,32534,1,1,Minneapolis
55409,MN,Hennepin County,Minnesota,MN,27053,11405,1,1,Minneapolis
55410,MN,Hennepin County,Minnesota,MN,27053,20361,1,1,Minneapolis
55411,MN,Hennepin County,Minnesota,MN,27053,29719,1,1,Minneapolis
55412,MN,Hennepin County,Minnesota,MN,27053,26182,1,1,Minneapolis
55413,MN,Hennepin County,Minnesota,MN,27053,14328,1,1,Minneapolis
55414,MN,Hennepin County,Minnesota,MN,27053,33739,1,1,Minneapolis
55415,MN,Hennepin County,Minnesota,MN,27053,6474,1,1,Minneapolis
55416,MN,Hennepin County,Minnesota,MN,27053,34905,1,1,Minneapolis
55417,MN,Hennepin County,Minnesota,MN,27053,25677,1,1,Minneapolis
55418,MN,Hennepin County,Minnesota,MN,27053,31295,1,1,Minneapolis
55419,MN,Hennepin County,Minnesota,MN,27053,29728,1,1,Minneapolis
